[]
[('かがやくリザードン', 'K', '炎', '015/172', 'S12a')]
[('ソルガレオGX', 'UR', '鋼', '249/150', 'SM8b')]
[('ウルトラネクロズマGX', 'UR', 'ドラゴン', '250/150', 'SM8b')]
[('カプ・コケコ◇', 'PR', '雷', '014/052', 'SM8a')]
[('デンリュウGX', 'SR', '雷', '053/052', 'SM8a')]
[('フーパGX', 'SR', '悪', '054/052', 'SM8a')]
[('ガオガエンGX', 'SR', '悪', '055/052', 'SM8a')]
[('コバルオンGX', 'SR', '鋼', '056/052', 'SM8a')]
[('クチナシ', 'SR', 'サポート', '057/052', 'SM8a')]
[('ミカン', 'SR', 'サポート', '058/052', 'SM8a')]
[('デンリュウGX', 'HR', '雷', '059/052', 'SM8a')]
[('フーパGX', 'HR', '悪', '060/052', 'SM8a')]
[('ガオガエンGX', 'HR', '悪', '061/052', 'SM8a')]
[('コバルオンGX', 'HR', '鋼', '062/052', 'SM8a')]
[('エレキチャージャー', 'UR', 'グッズ', '063/052', 'SM8a')]
[('デンジャラスドリル', 'UR', 'グッズ', '064/052', 'SM8a')]
[('メタルゴーグル', 'UR', 'グッズ', '065/052', 'SM8a')]
[('キリンリキ', 'C', '超', '045/095', 'SM8')]
[('ブラッキー', 'U', '悪', '058/095', 'SM8')]
[('ルギアGX', 'RR', '無', '072/095', 'SM8')]
[('ヒートファクトリー◇', 'PR', 'スタジアム', '093/095', 'SM8')]
[('ツボツボGX', 'SR', '草', '096/095', 'SM8')]
[('ズガドーンGX', 'SR', '炎', '097/095', 'SM8')]
[('スイクンGX', 'SR', '水', '098/095', 'SM8')]
[('バンギラスGX', 'SR', '悪', '099/095', 'SM8')]
[('ルギアGX', 'SR', '無', '100/095', 'SM8')]
[('アカネ', 'SR', 'サポート', '101/095', 'SM8')]
[('ウツギ博士のレクチャー', 'SR', 'サポート', '102/095', 'SM8')]
[('ザオボー', 'SR', 'サポート', '103/095', 'SM8')]
[('ツボツボGX', 'HR', '草', '104/095', 'SM8')]
[('ズガドーンGX', 'HR', '炎', '105/095', 'SM8')]
[('スイクンGX', 'HR', '水', '106/095', 'SM8')]
[('バンギラスGX', 'HR', '悪', '107/095', 'SM8')]
[('ルギアGX', 'HR', '無', '108/095', 'SM8')]
[('あとだしハンマー', 'UR', 'グッズ', '109/095', 'SM8')]
[('ロストミキサー', 'UR', 'グッズ', '110/095', 'SM8')]
[('こだわりメット', 'UR', 'グッズ', '111/095', 'SM8')]
[('ジュカインGX', 'SR', '草', '051/050', 'SM7b')]
[('シンボラーGX', 'SR', '超', '052/050', 'SM7b')]
[('アローラキュウコンGX', 'SR', 'フェアリー', '053/050', 'SM7b')]
[('ミミッキュGX', 'SR', 'フェアリー', '054/050', 'SM7b')]
[('マツバ', 'SR', 'サポート', '055/050', 'SM7b')]
[('マツリカ', 'SR', 'サポート', '056/050', 'SM7b')]
[('ジュカインGX', 'HR', '草', '057/050', 'SM7b')]
[('シンボラーGX', 'HR', '超', '058/050', 'SM7b')]
[('アローラキュウコンGX', 'HR', 'フェアリー', '059/050', 'SM7b')]
[('ミミッキュGX', 'HR', 'フェアリー', '060/050', 'SM7b')]
[('ネットボール', 'UR', 'グッズ', '061/050', 'SM7b')]
[('ぼうけんのカバン', 'UR', 'グッズ', '062/050', 'SM7b')]
[('のろいのおふだ', 'UR', 'グッズ', '063/050', 'SM7b')]
[('メタモン◇', 'PR', '無', '043/060', 'SM7a')]
[('サンダーマウンテン◇', 'PR', 'スタジアム', '058/060', 'SM7a')]
[('ビリジオンGX', 'SR', '草', '061/060', 'SM7a')]
[('マグカルゴGX', 'SR', '炎', '062/060', 'SM7a')]
[('ゼラオラGX', 'SR', '雷', '063/060', 'SM7a')]
[('ゲノセクトGX', 'SR', '鋼', '064/060', 'SM7a')]
[('カヒリ', 'SR', 'サポート', '065/060', 'SM7a')]
[('ジャッジマン', 'SR', 'サポート', '066/060', 'SM7a')]
[('ビリジオンGX', 'HR', '草', '067/060', 'SM7a')]
[('マグカルゴGX', 'HR', '炎', '068/060', 'SM7a')]
[('ゼラオラGX', 'HR', '雷', '069/060', 'SM7a')]
[('ゲノセクトGX', 'HR', '鋼', '070/060', 'SM7a')]
[('エレキパワー', 'UR', 'グッズ', '071/060', 'SM7a')]
[('カスタムキャッチャー', 'UR', 'グッズ', '072/060', 'SM7a')]
[('カウンターゲイン', 'UR', 'グッズ', '073/060', 'SM7a')]
[('ネストボール', 'D', 'グッズ', '110/131', 'SMH')]
[('リザードンGX', 'D', '炎', '013/131', 'SMH')]
[('ジラーチ◇', 'PR', '鋼', '057/096', 'SM7')]
[('ラティアス◇', 'PR', 'ドラゴン', '066/096', 'SM7')]
[('ラティオス◇', 'PR', 'ドラゴン', '067/096', 'SM7')]
[('ダイゴの決断', 'R', 'サポート', '088/096', 'SM7')]
[('ダーテングGX', 'SR', '草', '097/096', 'SM7')]
[('バシャーモGX', 'SR', '炎', '098/096', 'SM7')]
[('ツンデツンデGX', 'SR', '鋼', '099/096', 'SM7')]
[('チルタリスGX', 'SR', 'ドラゴン', '100/096', 'SM7')]
[('レックウザGX', 'SR', 'ドラゴン', '101/096', 'SM7')]
[('ダイゴの決断', 'SR', 'サポート', '102/096', 'SM7')]
[('フウとラン', 'SR', 'サポート', '103/096', 'SM7')]
[('ルチア', 'SR', 'サポート', '104/096', 'SM7')]
[('ダーテングGX', 'HR', '草', '105/096', 'SM7')]
[('バシャーモGX', 'HR', '炎', '106/096', 'SM7')]
[('ツンデツンデGX', 'HR', '鋼', '107/096', 'SM7')]
[('チルタリスGX', 'HR', 'ドラゴン', '108/096', 'SM7')]
[('レックウザGX', 'HR', 'ドラゴン', '109/096', 'SM7')]
[('ダートじてんしゃ', 'UR', 'グッズ', '110/096', 'SM7')]
[('レインボーブラシ', 'UR', 'グッズ', '111/096', 'SM7')]
[('ハッスルベルト', 'UR', 'グッズ', '112/096', 'SM7')]
[('フリーザーGX', 'RR', '水', '014/066', 'SM6b')]
[('マルマインGX', 'RR', '雷', '022/066', 'SM6b')]
[('ボーマンダGX', 'RR', 'ドラゴン', '045/066', 'SM6b')]
[('レインボーエネルギー', 'U', '特殊エネルギー', '066/066', 'SM6b')]
[('フリーザーGX', 'SR', '水', '067/066', 'SM6b')]
[('マルマインGX', 'SR', '雷', '068/066', 'SM6b')]
[('バリヤードGX', 'SR', '超', '069/066', 'SM6b')]
[('ジュペッタGX', 'SR', '超', '070/066', 'SM6b')]
[('ハッサムGX', 'SR', '鋼', '071/066', 'SM6b')]
[('ボーマンダGX', 'SR', 'ドラゴン', '072/066', 'SM6b')]
[('地底探険隊', 'SR', 'サポート', '073/066', 'SM6b')]
[('TVレポーター', 'SR', 'サポート', '074/066', 'SM6b')]
[('ぼんぐり職人', 'SR', 'サポート', '075/066', 'SM6b')]
[('マサキのメンテナンス', 'SR', 'サポート', '076/066', 'SM6b')]
[('モノマネむすめ', 'SR', 'サポート', '077/066', 'SM6b')]
[('フリーザーGX', 'HR', '水', '078/066', 'SM6b')]
[('マルマインGX', 'HR', '雷', '079/066', 'SM6b')]
[('バリヤードGX', 'HR', '超', '080/066', 'SM6b')]
[('ジュペッタGX', 'HR', '超', '081/066', 'SM6b')]
[('ハッサムGX', 'HR', '鋼', '082/066', 'SM6b')]
[('ボーマンダGX', 'HR', 'ドラゴン', '083/066', 'SM6b')]
[('ふっかつそう', 'UR', 'グッズ', '084/066', 'SM6b')]
[('ポケナビ', 'UR', 'グッズ', '085/066', 'SM6b')]
[('レインボーエネルギー', 'UR', '特殊エネルギー', '086/066', 'SM6b')]
[('リザードン', 'R', '炎', '003/053', 'SM6a')]
[('レシラムGX', 'SR', '炎', '054/053', 'SM6a')]
[('キングドラGX', 'SR', '水', '055/053', 'SM6a')]
[('カイリューGX', 'SR', 'ドラゴン', '056/053', 'SM6a')]
[('ホワイトキュレムGX', 'SR', 'ドラゴン', '057/053', 'SM6a')]
[('カツラの一発勝負', 'SR', 'サポート', '058/053', 'SM6a')]
[('ヒガナ', 'SR', 'サポート', '059/053', 'SM6a')]
[('レシラムGX', 'HR', '炎', '060/053', 'SM6a')]
[('キングドラGX', 'HR', '水', '061/053', 'SM6a')]
[('カイリューGX', 'HR', 'ドラゴン', '062/053', 'SM6a')]
[('ホワイトキュレムGX', 'HR', 'ドラゴン', '063/053', 'SM6a')]
[('いれかえフロート', 'UR', 'グッズ', '064/053', 'SM6a')]
[('火打石', 'UR', 'グッズ', '065/053', 'SM6a')]
[('竜の鉤爪', 'UR', 'グッズ', '066/053', 'SM6a')]
[('おじょうさま', 'U', 'サポート', '085/094', 'SM6')]
[('ゲッコウガGX', 'SR', '水', '095/094', 'SM6')]
[('ジガルデGX', 'SR', '闘', '096/094', 'SM6')]
[('イベルタルGX', 'SR', '悪', '097/094', 'SM6')]
[('ゼルネアスGX', 'SR', 'フェアリー', '098/094', 'SM6')]
[('ウルトラネクロズマGX', 'SR', 'ドラゴン', '099/094', 'SM6')]
[('おじょうさま', 'SR', 'サポート', '100/094', 'SM6')]
[('カルネ', 'SR', 'サポート', '101/094', 'SM6')]
[('ユリーカ', 'SR', 'サポート', '102/094', 'SM6')]
[('ゲッコウガGX', 'HR', '水', '103/094', 'SM6')]
[('ジガルデGX', 'HR', '闘', '104/094', 'SM6')]
[('イベルタルGX', 'HR', '悪', '105/094', 'SM6')]
[('ゼルネアスGX', 'HR', 'フェアリー', '106/094', 'SM6')]
[('ウルトラネクロズマGX', 'HR', 'ドラゴン', '107/094', 'SM6')]
[('エネポーター', 'UR', 'グッズ', '108/094', 'SM6')]
[('ミステリートレジャー', 'UR', 'グッズ', '109/094', 'SM6')]
[('ユニットエネルギー闘悪妖', 'UR', '特殊エネルギー', '110/094', 'SM6')]
[('ネストボール', 'D', 'グッズ', '002/041', 'SMG')]
[('フィールドブロアー', 'D', 'グッズ', '004/041', 'SMG')]
[('レスキュータンカ', 'D', 'グッズ', '006/041', 'SMG')]
[('アセロラ', 'D', 'サポート', '008/041', 'SMG')]
[('グズマ', 'D', 'サポート', '009/041', 'SMG')]
[('ディアルガGX', 'RR', '鋼', '035/050', 'SM5p')]
[('アルセウス◇', 'PR', '無', '037/050', 'SM5p')]
[('パルキアGX', 'SR', '水', '051/050', 'SM5p')]
[('アーゴヨンGX', 'SR', '超', '052/050', 'SM5p')]
[('ルカリオGX', 'SR', '闘', '053/050', 'SM5p')]
[('ディアルガGX', 'SR', '鋼', '054/050', 'SM5p')]
[('ウルトラ調査隊', 'SR', 'サポート', '055/050', 'SM5p')]
[('マキシ', 'SR', 'サポート', '056/050', 'SM5p')]
[('パルキアGX', 'HR', '水', '057/050', 'SM5p')]
[('アーゴヨンGX', 'HR', '超', '058/050', 'SM5p')]
[('ルカリオGX', 'HR', '闘', '059/050', 'SM5p')]
[('ディアルガGX', 'HR', '鋼', '060/050', 'SM5p')]
[('エネルギーリサイクル', 'UR', 'グッズ', '061/050', 'SM5p')]
[('ビーストリング', 'UR', 'グッズ', '062/050', 'SM5p')]
[('鋼鉄のフライパン', 'UR', 'グッズ', '063/050', 'SM5p')]
[('ネストボール', 'D', 'グッズ', '002/020', 'SMF')]
[('レスキュータンカ', 'U', 'グッズ', '059/066', 'SM5M')]
[('グレイシアGX', 'SR', '水', '067/066', 'SM5M')]
[('ネクロズマ', 'あかつきのつばさGX(SR', '超', '068/066', 'SM5M')]
[('パルキアGX', 'SR', 'ドラゴン', '069/066', 'SM5M')]
[('シロナ', 'SR', 'サポート', '070/066', 'SM5M')]
[('デンジ', 'SR', 'サポート', '071/066', 'SM5M')]
[('ハンサム', 'SR', 'サポート', '072/066', 'SM5M')]
[('グレイシアGX', 'HR', '水', '073/066', 'SM5M')]
[('ネクロズマ', 'あかつきのつばさGX(HR', '超', '074/066', 'SM5M')]
[('パルキアGX', 'HR', 'ドラゴン', '075/066', 'SM5M')]
[('クラッシュハンマー', 'UR', 'グッズ', '076/066', 'SM5M')]
[('エスケープボード', 'UR', 'グッズ', '077/066', 'SM5M')]
[('ユニットエネルギー雷超鋼', 'UR', '特殊エネルギー', '078/066', 'SM5M')]
[('リーフィアGX', 'RR', '草', '012/066', 'SM5S')]
[('ダークライ◇', 'PR', '悪', '031/066', 'SM5S')]
[('ディアルガGX', 'RR', 'ドラゴン', '045/066', 'SM5S')]
[('ネストボール', 'U', 'グッズ', '056/066', 'SM5S')]
[('アカギ◇', 'PR', 'サポート', '059/066', 'SM5S')]
[('リーフィアGX', 'SR', '草', '067/066', 'SM5S')]
[('ネクロズマ', 'たそがれのたてがみGX(SR', '鋼', '068/066', 'SM5S')]
[('ディアルガGX', 'SR', 'ドラゴン', '069/066', 'SM5S')]
[('ナタネ', 'SR', 'サポート', '070/066', 'SM5S')]
[('ポケモンだいすきクラブ', 'SR', 'サポート', '071/066', 'SM5S')]
[('マーズ', 'SR', 'サポート', '072/066', 'SM5S')]
[('リーフィアGX', 'HR', '草', '073/066', 'SM5S')]
[('ネクロズマたそがれのたてがみGX', 'HR', '鋼', '074/066', 'SM5S')]
[('ディアルガGX', 'HR', 'ドラゴン', '075/066', 'SM5S')]
[('のぞきみレッドカード', 'UR', 'グッズ', '076/066', 'SM5S')]
[('ミッシングクローバー', 'UR', 'グッズ', '077/066', 'SM5S')]
[('ユニットエネルギー草炎水', 'UR', '特殊エネルギー', '078/066', 'SM5S')]
[('ネストボール', 'D', 'グッズ', '011/021', 'SME')]
[('レスキュータンカ', 'D', 'グッズ', '016/021', 'SME')]
[('ホウオウGX', 'RR', '炎', '013/114', 'SM4p')]
[('ピカチュウ', 'CP', '雷', '028/114', 'SM4p')]
[('アローラベトベター', 'CP', '超', '034/114', 'SM4p')]
[('アローラベトベトン', 'CP', '超', '035/114', 'SM4p')]
[('カプ・テテフGX', 'RR', '超', '045/114', 'SM4p')]
[('ダークライGX', 'RR', '悪', '064/114', 'SM4p')]
[('ニンフィアGX', 'RR', 'フェアリー', '073/114', 'SM4p')]
[('あなぬけのヒモ', 'CP', 'グッズ', '089/114', 'SM4p')]
[('ネストボール', 'CP', 'グッズ', '092/114', 'SM4p')]
[('フィールドブロアー', 'CP', 'グッズ', '093/114', 'SM4p')]
[('レスキュータンカ', 'CP', 'グッズ', '097/114', 'SM4p')]
[('アセロラ', 'CP', 'サポート', '103/114', 'SM4p')]
[('グズマ', 'CP', 'サポート', '105/114', 'SM4p')]
[('スイレン', 'CP', 'サポート', '106/114', 'SM4p')]
[('マオ', 'CP', 'サポート', '107/114', 'SM4p')]
[('リーリエ', 'CP', 'サポート', '108/114', 'SM4p')]
[('ルザミーネ', 'CP', 'サポート', '109/114', 'SM4p')]
[('ダブル無色エネルギー', 'CP', '特殊エネルギー', '114/114', 'SM4p')]
[('フェローチェGX', 'SR', '草', '115/114', 'SM4p')]
[('デンジュモクGX', 'SR', '雷', '116/114', 'SM4p')]
[('テッカグヤGX', 'SR', '鋼', '117/114', 'SM4p')]
[('スイレン', 'SR', 'サポート', '118/114', 'SM4p')]
[('リーリエ', 'SR', 'サポート', '119/114', 'SM4p')]
[('ルザミーネ', 'SR', 'サポート', '120/114', 'SM4p')]
[('フェローチェGX', 'HR', '草', '121/114', 'SM4p')]
[('デンジュモクGX', 'HR', '雷', '122/114', 'SM4p')]
[('テッカグヤGX', 'HR', '鋼', '123/114', 'SM4p')]
[('ルナアーラGX', 'UR', '超', '124/114', 'SM4p')]
[('ソルガレオGX', 'UR', '鋼', '125/114', 'SM4p')]
[('アローラゴローニャGX', 'SR', '雷', '051/050', 'SM4S')]
[('マッシブーンGX', 'SR', '闘', '052/050', 'SM4S')]
[('カミツルギGX', 'SR', '鋼', '053/050', 'SM4S')]
[('シルヴァディGX', 'SR', '無', '054/050', 'SM4S')]
[('グラジオ', 'SR', 'サポート', '055/050', 'SM4S')]
[('アローラゴローニャGX', 'HR', '雷', '056/050', 'SM4S')]
[('マッシブーンGX', 'HR', '闘', '057/050', 'SM4S')]
[('カミツルギGX', 'HR', '鋼', '058/050', 'SM4S')]
[('シルヴァディGX', 'HR', '無', '059/050', 'SM4S')]
[('カウンターキャッチャー', 'UR', 'グッズ', '060/050', 'SM4S')]
[('ワープエネルギー', 'UR', '特殊エネルギー', '061/050', 'SM4S')]
[('基本鋼エネルギー', 'UR', '基本エネルギー', '062/050', 'SM4S')]
[('ギャラドスGX', 'SR', '水', '051/050', 'SM4A')]
[('ウツロイドGX', 'SR', '超', '052/050', 'SM4A')]
[('アクジキングGX', 'SR', '悪', '053/050', 'SM4A')]
[('アローラナッシーGX', 'SR', 'ドラゴン', '054/050', 'SM4A')]
[('ルザミーネ', 'SR', 'サポート', '055/050', 'SM4A')]
[('ギャラドスGX', 'HR', '水', '056/050', 'SM4A')]
[('ウツロイドGX', 'HR', '超', '057/050', 'SM4A')]
[('アクジキングGX', 'HR', '悪', '058/050', 'SM4A')]
[('アローラナッシーGX', 'HR', 'ドラゴン', '059/050', 'SM4A')]
[('ねがいのバトン', 'UR', 'グッズ', '060/050', 'SM4A')]
[('カウンターエネルギー', 'UR', '特殊エネルギー', '061/050', 'SM4A')]
[('基本水エネルギー', 'UR', '基本エネルギー', '062/050', 'SM4A')]
[('ひかるセレビィ', 'H', '草', '004/072', 'SM3p')]
[('ひかるゲノセクト', 'H', '草', '010/072', 'SM3p')]
[('ひかるボルケニオン', 'H', '水', '028/072', 'SM3p')]
[('ひかるミュウ', 'H', '超', '041/072', 'SM3p')]
[('ひかるジラーチ', 'H', '超', '043/072', 'SM3p')]
[('ひかるレックウザ', 'H', 'ドラゴン', '057/072', 'SM3p')]
[('ひかるルギア', 'H', '無', '058/072', 'SM3p')]
[('ひかるアルセウス', 'H', '無', '059/072', 'SM3p')]
[('エネルギー回収', 'U', 'グッズ', '060/072', 'SM3p')]
[('エンテイGX', 'SR', '炎', '073/072', 'SM3p')]
[('ライチュウGX', 'SR', '雷', '074/072', 'SM3p')]
[('ミュウツーGX', 'SR', '超', '075/072', 'SM3p')]
[('ゾロアークGX', 'SR', '悪', '076/072', 'SM3p')]
[('ポケモンブリーダー', 'SR', 'サポート', '077/072', 'SM3p')]
[('エンテイGX', 'HR', '炎', '078/072', 'SM3p')]
[('ライチュウGX', 'HR', '雷', '079/072', 'SM3p')]
[('ミュウツーGX', 'HR', '超', '080/072', 'SM3p')]
[('ゾロアークGX', 'HR', '悪', '081/072', 'SM3p')]
[('ミュウツーGX', '☆', '超', '082/072', 'SM3p')]
[('グズマ', 'U', 'サポート', '049/051', 'SM3N')]
[('グソクムシャGX', 'SR', '草', '052/051', 'SM3N')]
[('ネクロズマGX', 'SR', '超', '053/051', 'SM3N')]
[('マーシャドーGX', 'SR', '闘', '054/051', 'SM3N')]
[('サーナイトGX', 'SR', 'フェアリー', '055/051', 'SM3N')]
[('グズマ', 'SR', 'サポート', '056/051', 'SM3N')]
[('ビッケ', 'SR', 'サポート', '057/051', 'SM3N')]
[('グソクムシャGX', 'HR', '草', '058/051', 'SM3N')]
[('ネクロズマGX', 'HR', '超', '059/051', 'SM3N')]
[('マーシャドーGX', 'HR', '闘', '060/051', 'SM3N')]
[('サーナイトGX', 'HR', 'フェアリー', '061/051', 'SM3N')]
[('スーパーポケモン回収', 'UR', 'グッズ', '062/051', 'SM3N')]
[('レスキュータンカ', 'UR', 'グッズ', '063/051', 'SM3N')]
[('基本フェアリーエネルギー', 'UR', '基本エネルギー', '064/051', 'SM3N')]
[('ラフレシア', 'R', '草', '003/051', 'SM3H')]
[('リザードンGX', 'RR', '炎', '011/051', 'SM3H')]
[('ホウオウGX', 'RR', '炎', '012/051', 'SM3H')]
[('オンバーンGX', 'RR', 'ドラゴン', '040/051', 'SM3H')]
[('プルメリ', 'U', 'サポート', '050/051', 'SM3H')]
[('リザードンGX', 'SR', '炎', '052/051', 'SM3H')]
[('ホウオウGX', 'SR', '炎', '053/051', 'SM3H')]
[('アローラベトベトンGX', 'SR', '悪', '054/051', 'SM3H')]
[('オンバーンGX', 'SR', 'ドラゴン', '055/051', 'SM3H')]
[('カキ', 'SR', 'サポート', '056/051', 'SM3H')]
[('プルメリ', 'SR', 'サポート', '057/051', 'SM3H')]
[('リザードンGX', 'HR', '炎', '058/051', 'SM3H')]
[('ホウオウGX', 'HR', '炎', '059/051', 'SM3H')]
[('アローラベトベトンGX', 'HR', '悪', '060/051', 'SM3H')]
[('オンバーンGX', 'HR', 'ドラゴン', '061/051', 'SM3H')]
[('あなぬけのヒモ', 'UR', 'グッズ', '062/051', 'SM3H')]
[('ムキムキダンベル', 'UR', 'グッズ', '063/051', 'SM3H')]
[('基本炎エネルギー', 'UR', '基本エネルギー', '064/051', 'SM3H')]
[('サトシのピカチュウGX', 'D', '雷', '005/026', 'SMD')]
[('トゲデマル', 'D', '雷', '006/026', 'SMD')]
[('エネルギー回収', 'D', 'グッズ', '019/026', 'SMD')]
[('ロケット団のミミッキュGX', 'D', '超', '010/026', 'SMD')]
[('ロケット団のいやがらせ', 'D', 'サポート', '026/026', 'SMD')]
[('ダークライGX', 'RR', '悪', '040/049', 'SM2p')]
[('あなぬけのヒモ', 'CP', 'グッズ', '044/049', 'SM2p')]
[('アセロラ', 'CP', 'サポート', '047/049', 'SM2p')]
[('カプ・ブルルGX', 'SR', '草', '050/049', 'SM2p')]
[('エンニュートGX', 'SR', '炎', '051/049', 'SM2p')]
[('カプ・レヒレGX', 'SR', '水', '052/049', 'SM2p')]
[('カイリキーGX', 'SR', '闘', '053/049', 'SM2p')]
[('ルガルガンGX', 'SR', '闘', '054/049', 'SM2p')]
[('ダークライGX', 'SR', '悪', '055/049', 'SM2p')]
[('アセロラ', 'SR', 'サポート', '056/049', 'SM2p')]
[('マーマネ', 'SR', 'サポート', '057/049', 'SM2p')]
[('カプ・ブルルGX', 'HR', '草', '058/049', 'SM2p')]
[('エンニュートGX', 'HR', '炎', '059/049', 'SM2p')]
